review,label
"The Marvel Cinematic Universe comes to a point where a film feels like an actual event. We have been waiting in anticipation for a year to see the final showdown that started in Infinity War. Actually, scratch that. The entire Infinity Saga started way back with Iron Man. 22 films, countless number of heroes coming together in the culminating battle against Thanos. So much anticipation, ticketing app crashes, and going through so much to try to see this on opening night. Now here we are. Does Avengers: Endgame live up to its high expectations? Absolutely. I felt like it was unique and carries the most emotional weight off anything in this universe but it absolutely serves its fans who have been loyal for years and years.The film takes place three weeks after the end of Infinity War. Half of the worlds population have been wiped out by Thanos and now the remaining Avengers (who just so happen to consist summarily of the original Avengers) must find a way to not only defeat Thanos, but also avenge the fallen and find a way to counteract the actions that occurred at the end of Infinity War. As expected the film stars a gigantic cast of Hollywood's best and watch out for the cameos from heroes who have appeared previously in the Marvel Cinematic Universe.I really would like to talk about this film in a spoiler review but as with every review on my site, there will be no spoilers. I will say that this film has a unique take almost immediately. The humor and banter is still there as it always is and the character arcs are as fantastic as ever at its near completion. The film carries the most emotional weight as anything this universe has seen. The film has so much fan service. I think if you go early on and with a packed crowd of fans you will see just how much this means to the audience who have stayed loyal to this saga.There were laughs, there were cheers, there were gasps, and yes there were tears. The film feels like it should be the very last that the MCU has to offer but of course we know there are Spider-Man and Black Panther sequels coming. The final battle brings just about everything you could hope for. If you're a fan of the series I think you will enjoy this film as it makes a case of being the best Avengers film. It goes hand in hand with Infinity War, of course both films were shot together.Members of the original Avengers put on performances that do their characters the utmost justice after being on this journey for a decade. The film builds up quite slowly but once the plot takes form and the battle lines are drawn it delivers in the way the Russo brothers know how to. Th action is there, and all of what makes the Marvel Universe such a sweeping phenomenon is always there. Some characters could get more screen time, sure. You have to remember that there are so many characters that the film has to juggle and it does that admirably as it is.The film will be a box office hit for sure and will be well reviewed in regards to the Universe as I can already see. I will be seeing this again tomorrow morning and have the same excitement going into a second viewing as I did my first. I found this to be a very special entry and feel like it ties up so much in such a perfect fashion. If you are a fan of superhero fans you need to see this as soon as possible and should do..Whatever it takes.9/10",1
"It's long winded...easily could be half the 3 hours.... Superhero movies are about battles and heroes...not crying and moaning. Watching iron Man wimper off was such a let down. After watching every avenger movie, I am so disappointed. Only 1 good battle, and it's over too quickly. So so so disappointed...I'd take any other avenger movie over this one.",0
"Absolutely loved it, every character gets a good chunk of screen time and they all use it to full effect, its laugh out loud funny at times, really touching at times.",1
"Everyone shines in this movie. Directed to the fans of these 10 last years of Marvel movies. A thank you, beautiful, tragic, fun. The emotion stills my words just after seeing the movie. Have to see it twice again to do it justice.",1
"Definitely not as good as its predecessor but one to be conjured with nevertheless.
The movie starts a bit slower than all MCU movies before it and it takes its precious time to get the action going, but once it does, its all forgiven and forgotten.
Although predictable, because let's face it, where could they go after Infinity Wars? It delivers on all fronts!
There were tears and laughter throughout the 3 hr long feature. The tears yanked out of you by Ant Man, Stark, Cap and Hawkeye and the laughter mainly by Thor who surprised everybody with his transformation, but also by Hulk/Banner who found a peaceful way to co-exist.
There were cameos sprinkled throughout the whole length of the movie, some very emotional, like Agent Carter, who actually didn't have to say a single word to get the tears flowing.
They tied up all the loose ends, revisited some great scenes from past beloved movies and, thankfully, did not give all the glory to insipid Captain Marvel, who despite being the most powerful of all the Avengers, delivers quite a forgettable performance.
There are some key characters who will definitely not be coming back, but there is still plenty left for future plots. Although it will feel a lot less exciting with some of the most beloved characters absent from now on.All considered, a very good movie to end it all, one that you may want to watch it again to take it all in as I will be doing. Well done to all involved and a great big thank you for such a ride that spanned for over 10 years.",1
"Just watch it by yourself. This movie has more deep story, and will mix all your feelings as well. Thanks god nowadays kid has a great role model for them and thanks god that i was born into this era when this Comic Book Movie exist.",1
They are unhappy. Instead of movies bringing joy in their lives they just want their life problems spill over to others. Don't fall for it. This is a good movie.,1
ENDGAME?,1
This movie was really good. I remember my self screaming at the movies sooooo bad along with every other fan! I watched this movie 2 times at the cinema! It was something else! But still something was missing! I don't know what but I gotta say that infinity war was superior! At least for me!,1
My honest unpopular opinion.,1
"I just sleeping in the movie theather, because, okay this is a ""Endgame"", but this movie doesn't have action and i didn't know why this movie don't a sink me.",0
"The sheer scale of Endgame is both its greatest strength and its most significant weakness. On one hand, the film is an epic, three-hour-long spectacle that offers a rollercoaster of emotions-grief, hope, nostalgia, and triumph. The final battle scene, where all the heroes unite against Thanos, is a jaw-dropping, cheer-inducing moment that's destined to be iconic. The visual effects are top-notch, and the action sequences are choreographed with meticulous precision.On the other hand, the movie's scale can make it feel bloated and unwieldy. With so many characters and storylines to juggle, not all of them get the attention they deserve. Some heroes, like Captain Marvel, are underutilized, while others, like Thor, receive arcs that are divisive among fans. Thor's transformation into a depressed, beer-guzzling shadow of his former self is played for laughs but also feels like a disservice to his character development in previous films.The time-travel plot is another area where Endgame falters. While it allows for some fantastic callbacks to earlier films and provides a clever way to undo the events of Infinity War, it also introduces a host of logical inconsistencies. The film's explanation of time travel is murky at best, and the rules seem to change whenever it's convenient for the plot. This lack of clarity can be frustrating, especially for viewers who prefer a more coherent narrative structure.",1
*The Epic Finale*,1
"Wow. This film will have you going through every emotion imaginable.
If you have followed every Marvel movie in sequence leading up to this conclusion, you will soon be left feeling like you have lost a family member. An amazing end to this Marvel chapter.",1
"Emotional, Power and Meaningfully.Remarkable, Memorable.JUST 11/10.Wow Marvel, Thanks for that
Absolutely loved it.#AvengersENDGAME. #MARVEL.What a Movie.",1
"Avengers: Endgame is quite possibly the most hyped up movie of all time. The excitement surrounding this films release is a dream come true for Marvel Studios and Disney. With that being said, I have looked forward to this film since it was called Infinity War Part 2 back in 2015 or so. I really enjoyed my time watching this and it marked the end of an era. I finally realized a couple years ago how much the MCU means to me and how much these characters mean to me that I gladly would accept anything this movie did.The CGI was good, but the green screen showed a little bit (meaning the backgrounds looked fake sometimes), the performances from Robert Downey Jr. and Chris Evans were great because they treated this movie seriously, the cameos in here felt welcomed and the amount of locations in this movie really make it feel like the Avengers are desperate to go anywhere and do anything to save their fallen friends. With all this being said this is a very well made movie worth your time and money.",1
Comic Books came alive,1
"A must see,
Best movie ever!!!!
I really think this is the best super hero movie ever made!!!
Thank you Marvel",1
time travel? ideal for plot holes!,0
"Excellent, the Best of the Best !
Great 10 years of MCU 🍷",1
Expectations always comes with a slightly disappointment,1
"Avengers: Endgame isn't just a film-it's a cinematic event, a cultural phenomenon, and arguably the most ambitious and emotionally satisfying superhero movie ever made. Over a decade in the making, it serves as the ultimate payoff for years of interconnected storytelling, rewarding both longtime fans and casual viewers with a breathtaking blend of heart, humor, action, and nostalgia. It's more than a sequel-it's a celebration, a farewell, and a victory lap all in one.What truly sets Endgame apart is its emotional depth. While the Marvel Cinematic Universe has always had a strong sense of character, here it reaches new heights. The film gives each of its heroes time to breathe, reflect, and grow. The stakes aren't just global-they're deeply personal. You feel the weight of everything that's come before, the burden of loss, the ache of failure, and the spark of hope that still lingers beneath the surface.The pacing is masterful. Despite its three-hour runtime, there is not a moment wasted. The narrative unfolds with precision, shifting effortlessly between intimate character moments and large-scale action set pieces. The story is bold and unpredictable, taking risks that most blockbusters wouldn't dare to try. Yet it never loses sight of its heart-and that heart beats strong in every scene.Visually, Endgame is stunning. From its sweeping cosmic landscapes to its gritty, grounded battles, the film is a visual feast. The CGI is flawless, and the cinematography enhances every moment with grandeur and gravitas. The action sequences are choreographed to perfection-intense, thrilling, and emotionally charged. But it's not just about explosions and spectacle. The film's quieter moments are just as impactful, with dialogue and expressions that hit harder than any punch.The cast delivers some of their finest performances to date. Every actor brings their A-game, fully embracing the weight of their character arcs. The chemistry between the ensemble is undeniable, and watching them interact, clash, and unite is a joy. The film is packed with callbacks, inside jokes, and Easter eggs, yet it never feels overstuffed or self-indulgent. Instead, it feels like a reward for those who've taken the journey since the very beginning.The score by Alan Silvestri is another standout, soaring in the epic moments and softening during the emotional ones. Music has always been a key component of Marvel's identity, and here it elevates the film to another level. The themes are unforgettable, enhancing both tension and triumph with every note.What makes Avengers: Endgame so special isn't just its scale, its characters, or its stunning visuals-it's its soul. This is a film made with love and respect for its universe and its fans. It ties up threads that have spanned more than 20 films and offers closure in ways that are powerful, heartfelt, and unforgettable. It's rare to see a franchise end on such a high note, but Endgame manages it with grace, grandeur, and an overwhelming sense of purpose.There's something truly magical about seeing all the pieces come together-every character, every storyline, every emotional beat building toward a conclusion that feels both massive and intimate. It's a film about legacy, about sacrifice, about rising when everything seems lost. It's about finding strength in unity, and courage in the face of impossible odds.Avengers: Endgame isn't just the best Marvel film-it's one of the best blockbusters ever made. It sets a new standard for superhero storytelling and redefines what a shared universe can achieve. It's a love letter to its audience, a heartfelt goodbye to beloved heroes, and a thunderous, emotional, jaw-dropping finale that will be talked about for years to come.Whether you're a die-hard fan or someone just discovering the magic of Marvel, Endgame will move you. It will excite you. And most importantly, it will stay with you long after the credits roll. A true masterpiece-and one that reminds us all why we fell in love with these heroes in the first place.",1
A fun ride that doesn't live up to the hype but is worth watching all the same,1
"Too many plot holes, but good enough nonetheless!",1
Flawed but amazing conclusion to the Infinity storyline,1
What Makes the Emoji Movie so Bad?,0
"Saw 'The Emoji Movie' as a big fan of animation, to see whether the concept (which was one that was hard to decide whether it was intriguing or baffling) would work, as someone who has liked the previous work of a lot of the voice actors (i.e. Patrick Stewart) and whether it was as bad as the tsunami of negative publicity before release and when it came out made it out to be.After seeing it, there are worse films out there (animated and otherwise) but 'The Emoji Movie' is a mess, if not quite the recipe/incarnate for cancer that has been described. Regarding the target audience from personal experience (this doesn't mean that it will apply to all audiences or everybody's experiences), 'The Emoji Movie' didn't appeal to either children or adults in my cinema screening. Adults were squirming their way throughout the film and while recognising the things that are referenced were groaning and rolling their eyes at how everything was executed. Children looked like a lot of the ideas were going over their heads and seemed more interested in their bags of sweets and popcorn than what was going on on screen. It was a mix of both with me.The best, or shall we say the least bad, thing about 'The Emoji Movie' is the voice cast. Most of the voice actors gave decent performances (James Corden and Patrick Stewart are the liveliest of the bunch), though a few didn't fit their characters (Maya Rudolph has shown that she can voice act with a lot of bubbly personality but she was just wrong here). They did deserve much better however, and should have known much better, didn't think that Stewart could lose more dignity but he managed it in a embarrassingly misconceived character that he gave much more to than deserved.Everything else comes off badly or worse. There are worse-looking animated films, but the animation never rises above routine, often looking flat and stiff and there is a complete lack of imagination, the colours never popping out at you as they ought like they do from personal experience with ""emojis"". The soundtrack is all noise and no subtlety, and tends to be inappropriate.When it comes to the writing and the story, 'The Emoji Movie' fails. And not just by a little. We are talking hardcore. All the jokes fall flat because of how randomly they tend to be executed and the jokes in quality are juvenile at best and infantile at worst. The script is peppered with dialogue that is overripe and will embarrass even the youngest of cinema goers, when it's not going over their heads. The story, proof that the concept was more of a questionable one than a good one, is not much of one and feels like it was made up as it went along, with the insertion of the likes of Candy Crush, Spotify, Youtube and Facebook being little more than blatant product plugs explored in a mostly throwaway fashion. There are a lot of random and unnecessary scenes and even more so facepalm-worthy moments.Imagination is zero here, with a mishmash of ideas reminiscent of 'Inside Out', 'Wreck It Ralph' and 'The Lego Movie', all three actually being good films (masterpieces in the case of the first two), but without the fun, creativity or emotional investment which are as non-existent as the imagination. The basic theme is a relatable one when done right, but dealt with indifferently. The characters are both bland and annoying, character development is minimal and what there is is rushed.Overall, a mess. While it is a little better than made out, there is the agreement that the film is a disaster that is more poop than it is meh, despite being the general consensus it seems that this review is not going to be popular when it comes to useful votes. Despite being a subjective person, the excessive non-useful votes for the negative reviews and the up-voting of the positive ones are a little suspicious to me. 2/10 Bethany Cox",0
"'The Emoji Movie"" is a new children's film. One of the posters for it has a picture of whipped poop on the front of it. Was there a focus group done that says kids really want this?This masterpiece takes place inside of some kid's i-phone in a place called Textopolis. Gene is a Meh emoji who just wants to cut loose and show a whole range of emotions, which apparently counts as a malfunction and gets him scheduled for deletion.Now before you think i'm just going to crap on this movie, know that it is kind of fun for a certain age.These killer robots chase Gene and two of his buddies around which always keeps things fast-paced, there's all sorts of promotional tie-ins with Candy Crush, Instagram, and Spotify that while cheap product placement, also are kinda funny and exciting.Like all kids movies nowadays with fairly weak scripts, there's also a soundtrack filled with dance songs that should have kids dancing in the aisles, and guess what, it's not just stuff from your kids generation but some from yours too.Take the stuff that's for you where you can cause a lot of the jokes are either literal bores (Internet trolls are trolls, etc.) or center a lot on cartoons having overly cartoony personalities. There's an overly smiley emoji who borders on the psychotic, joyless Meh emojis. This stuff is kinda funny, but the joke is thin.Then there's the stuff you should expect already going in. Like the jokes centered on the poop emoji, or the Hi-Five emoji saying ""talk to the hand."" Does anyone say this anymore? It's amazing this movie was co-written by Mike White, writer of ""School of Rock"" and Jennifer Aniston's ""The Good Girl"".It's sporadically funny and you can tell it's trying be a kind of ""Wreck It-Ralph"" meets ""Inside Out"" but it's not really inventive enough to be either.The kid whose phone this is never really becomes much of a character and probably the funniest part of this movie is that among a plethora of other scattered and unsubtle messages about including everyone and real friends are better than online ones, this also comes with a message of ""be yourself"" told primarily through emojis who want to be more than themselves.Lastly, and for the love of God I hope this was meant as a joke, there are scenes where the emoji is given way too much credit in the scope of love and life in this film. If this is true then it really does go all the way down from here folks.But that's ""The Emoji Movie"" in a nutshell. You'll laugh in parts, wanna reach over and tell your kids movies used to be so much better than this in others, and finally, just want to weep for the future.If you liked this, please check out Craig James Review on Youtube for more.",0
"I hate this movie so much! It wasted such perfectly good voice actors, and it was a waste of product placement! Man, it ripped off Wreck-it Ralph, The Lego Movie, and Inside Out! The jokes are just stupid! Sure, the animation was fine and all, but still!",0
"The plot is not exactly stellar, however the performances are good and the jokes are funny and smart.
It is relevant to the present, even though not exaclty easy to relate to the characters.
The message of the movie is also a nice one, inspirational and motivational.
In any case the movie does not have any serious flaws rhat would make it a 3.3 stars movie, it hds the storyline together and coherent, as said it is smart and funny.
If you came across on this movie on TV do not chnage the chanel, it is worth the watch.",1
"Don't watch it, you'll waste your life!!! Watch Spider-verse instead!!!",0
"This film rips off Wreck It Ralph, Inside Out, and The Lego Movie. The story was boring, the jokes were unfunny, HI-5 was more annoying and obnoxious than funny, and it portrays teens as phone addicts who can't go 5 seconds without their phones, even in class. While I may also be a teen who spends a lot of her time online, I get off when I need to. The animation is good, but good animation cannot save a bad film from being bad.""Oh, but Galán, you're just not part of the film's target audience!""I know that, but I'm also not part of the target audience for the films it rips off (Well I was when they came out) and I still enjoy them. Sony cancelled the Popeye movie for this, and the Popeye movie looked like it had more effort put into it, it looked more promising. I luckily didn't have to pay to see it, but to the fellows who rated 1 star and had to pay, I'm sorry.So the only things I liked were the animation, and that the teens looked like actual teens rather than twenty-something year olds (while they cast adults to play teens in live-action teen movies, I've seen some animation where the teens still look like adults).",0
The WORST Movie of 2017 and an IMPRESSIVE Worst Picture from the Razzies!,0
"I doubt anyone expected this movie to be Citizen Kane but I have to say it at least didn't put me to sleep. Unlike Citizen Kane.The premise of creating a film around emojis is extremely thin, however the result is suprisingly fun with some very good casting choices, such as Tim Miller. The moral of the story is a bit of a miss but I doubt this was the reason most people saw this.It also goes to show that Patrick Stewart is up for a laugh by allowing himself to be cast as the poop emoji, by far the most unique role he's ever taken on.Overall it's great mindless fun for people of all ages and well worth at least one viewing.",1
"This is pure art. I don't need words for context. You can just tell by the beautiful and meaningful title, depicting the innocent and dream-like lives of the Emojis! 10/10",0
"I am not paid by sony or the producers so this is a real review:
the movie had a good story (like every other movie) the animation was pretty good and the jokes were pretty funny 10/10",1
"So bad, I can't even find words to describe it... Why????? Funny? Nope. Exciting? Nope? Did we learn something? Yeah, never ever watch The Emoji Movie again! And Hollywood has too much money... And NEVER EVER watch this crap again!",0
It's hard to overstate how bad this is. A stellar comedic cast and any one of them could have created a better movie if it was just 90 minutes of them reading the phone book.Do not ever watch this!,0
"I didn't like the film that much, but...product placement? Really?",0
"Just awful. The jokes didn't land, the animation was dull and uninspired, the characters, when they weren't being incredibly annoying, were one note and clichè. Really, who on earth had the idea to make a movie about emoji? Not only all this, but the film is so much a copy of other kid's films it's not even funny. Half the time I wasn't sure if I wasn't the Emoji Movie, or Wreck-it-Ralph (A far superior film) Don't waste your time on this. The fact that a Popeye movie was canceled for this after the incredible footage released is criminal.",0
"I'm shocked this is rated so poorly. The movie was enjoyable and fun, and great for kids. Was this a dramatic masterpiece sure to win awards? No. Of course not. it was not intended to be that sort of movie. It is the story of a broken emoji's quest to become un-broken. He must journey through different apps on the phone in order to reach the cloud. On this journey we get to see an imaginative view of what different apps could look like if the were ""real"". It is pretty clever, really. The Emoji Movie is full of humor (the joke about the elderly is HILARIOUS) and it has Steven Wright voicing the main character's father. I think this movie is definitely worth watching if you have kids... They'll love it and I would think the parents would enjoy it too.",1
This movie should be considered a crime against humanity,0
"We live in a society 💔😭
Also the main character, Gene, is hot.",1
Not as bad as I feared,1
Its dump,0
"Here we go.... The Emoji Movie: basically smash The Lego Movie and Wreck-It Ralph together and get a sentient aubergine to write it and you get the Emoji Movie- which is about Gene (T. J. Miller) a 'Meh' emoji, but Gene has other emotions beyond just meh and is labelled a malfunction so he sets of on a journey through the phone to find himself, while also going through Candy Crush, Just Dance, YouTube, Spotify, Dropbox, Facebook, Instagram and Twitter... USE OUR PRODUCTS.This is a bad movie straight up, but I kinda of wish it was worse. Then it could have turned into 'so bad it's good' kinda film, but sadly this is just a dull, zestless, pointless and oddly confusing movie which is only 1 hour and 31 minutes long but feels like 3 hours staring at a flickering light bulb with this stupid gormless smile. Patrick Stewart voices a poo emoji- do you want a more telling metaphor than that?The thing is for a movie about our emoji culture, it seems to hate its very subject matter, it makes fun of all its app related features but never goes full out on them so it's not even a satire of this culture.And of course the product placement is just the worse. There's literally a 10 minute sequence in the Candy Crush world where they play an actual game of Candy Crush. That said the beat moment in this ""movie"" was the Instagram part: the characters could walk into the photo itself and everything is frozen in place which is kinda nice but I've seen that done better in other movies- Looney Tunes: Back in Action did that with actual works of art, with the style of animation mirroring the style of art which is way more creative.Unsurprisingly this is a bad movie but no where near enough that it's worth any great deal of attention. If you want to see an alright animated movie anytime soon go see Cars 3 it's another Cars movie but that's more entertaining than this 'meh' movie. I give The Emoji Movie a D-.... But this was also my worst cinema going experience to date- never has the audience reflected the movie so well (they also were just the worst) and for that The Emoji Movie gets demoted to an F",0
A roller coaster of emotions,0
"Gene couldn't be meh, but this ""movie"" made me meh. Turned it off after 15 or 20 minutes and I was watching it for free. One of the worst things recorded to film I've ever had the displeasure of letting come into contact with my cornea.",0
"This is this kind of movie that you think you would love it but when you watch it you realize that its total disaster. This movie doesn't have any story. I expected that this movie will show that having friends and connecting with people in the real world it is more important than texting emojis on your telephone.
In my opinion, this is the worst movie I ever saw.",0
"You look at this title page and think, Oh, what a cute movie about emojis! You watch the film and think, I want my life back! This movie contains a ridiculous plot that sounds like the creators are just trying to sell about 100000000 emoji pillows. The plot isn't even that clear, and it's hard to understand why anyone's doing anything in the first place. The interactions between characters are weird and unnatural.But let's start from the obvious. This film contained two game tutorials and three demonstrations. You can practically see a little four year old thinking about how great Dropbox is as they watch this excuse for a motion picture.You would assume a movie to be enjoyable, artistic, original, and funny. The Emoji Movie is none of these things. Absolutely unoriginal - a typical story about someone who doesn't fit in. None of the jokes in this entire movie even made me smile. It is an insult to the arts. When you put all that I have said together, you can assume that it was not enjoyable either.I beg you not to pay to have one hour and thirty-one minutes of your life wasted.",0
"I just want to start this by saying I went into this with zero expectations because of all the reviews. I was amazed when I watched it I found myself genuinely loving it. I thought it was a very fun kids movie. I think people sometimes dislike things because they think it is ""cool"" but one thing I was taught from a very young age was to not be too cool to enjoy things. I know it sounds cheesy but I swear some people just dislike because ""everyone"" else dislikes it too. I am not saying that you have to like or that's the reason why everyone say they dislike I'm just saying try not to be negative. It's a great movie that is nothing more than it needs to be. It does have some bad parts like a bit too much consumerism but it is so feel good. This is just my personal opinion but think twice before you decide the movie is going to bad.",1
"I feel like this movie had a good message for kids and well, everyone. I don't understand why it was so hated. My family and I were really hoping for a sequel. I think people need to give this another chance.",1
Not much else to say. Nothing is good about this movie. I guess the animation was good kinda sad the animators tried.,0
"The Emoji Movie...okay, I just made a bit of pause because I don't even know how to start this. Let me just start how I usually start. The premise. So in this boy's phone, there's a city called Textopolis where all emojis live (?) and wait to be picked by that boy. And we follow the emoji that has multiple emotions and he's supposed to be ""meh"". So he wants to kinda cure himself on this journey through all kinds of product placements possible.At the same time that boy Alex who owns the phone tries to make her like him with an emoji because I guess emojis and technology are the only way to express your feelings this days, and there's even a quote in this movie about how emojis is the most important form of human communication. I'm not lying, I'm not exaggerating, they said that. It's freaking line from this movie. If you still don't believe me, I don't blame you, just don't try to make sure while seeing it for yourself. You DO NOT need that in your life. You have better things to do with your time. Just imagine something like The Lego Movie, Tron and Inside Out if all of them were one giant cash-grab of a ""movie"". Halfway through, I couldn't even tell if I was watching a movie or a feature-length commercial. With every cliché an animated kids movie could possibly fall into. Lead isn't who everyone wants him to be? Check. ""Funny"" sidekick on a journey? Check. Group arguing before the third act starts? Check. A character supposedly dies? Check. A dance sequence to a pop song (possibly by Pitbull)? Check. Only this one isn't even relevant anymore. Wanna know what it is? Well, even if you don't, I just can't resist. It's FEEL THIS MOMENT? GET IT?! BECAUSE THEY ARE EMOJIS AND THEY FEEL THINGS?! Ha, ain't that clever?!Okay, I don't think I have anything else to say and even if I do, it's probably nothing good. Avoid this and maybe you'll save the movie industry at least a little bit.",0
It is hard to believe that this movie really exists in our time right now,0
"This movie has 1,5 stars because some rewievers find it funny to give this wreck 10 stars. it don't even deserve that much. i knew it would be horrible. it's a movie about emoji's. nothing good can come out from such a bad idea. but it was actually worse than i expected. usually i can laugh about atleast something or find some jokes clever. this movie had none of those moments. and the ""vague"" hints of a femenist message really didn't help. who's brilliant idea was it that the female character should say ""You know, women are always coming up with stuff, that men are taking credit for"" when she didn't even say it. sure it was implied that was her idea but it's so stupid to make it about men taking womens ideas. and it was even more obvious what the movie wanted you to think when yet again the female character says later in the movie ""im not going to be a princess waiting for my prince charming"" overall a horrible movie with alot stolen from other movies and what's originat is unfunny and bad. don't watch it",0
The movie's message is that communication among people is failing and can only be saved by texting with more emojis.How about face to face conversations?,0
"The movie starts off with a horrible intro. The whole is just a cliche, and the plot is what you expect, an emoji goes around a lot of apps we use, and they use ""subtle"" hints to women's rights. There's a fine line between a child's movie, and a fake PG movie. This movie crosses it, many time over.",0
"Hello there! I took my three grandchildren to the cinema the other day to see the Emojee Movie, and my kids LOVED IT! They said ""this is bound to be a meme"" which is a silly word meaning ""the greatest"". My youngest daughter got frightened by the scary viruses, reminiscent of the ones on my Windows Vista. But my other kids ATE IT UP! Very funny plot about the cell phone, also, i love candy crush! They said the day after that Jacksfilms is the movie's biggest fan! But I am reigning supreme!Sincerely,
Donna W, Emogee Movie connoisseur",1
"Not as good as Toy story and Wreck it Ralph, but still underrated as far as I'm concerned",1
Worst animated movie ever!,0
"At one point in the movie they were facing the firewall. It was a pit bull song where it says ""Im a fireball"" when it clearly should've been 'Im a firewall'.Overall the movie was 'meh'.",0
"This film is more than a film. It's art. Out of the many outstanding qualities the themes are the most impressive. It serves as a reflection on our own society, the breaking of norms and the oppressive Orwellian government pushing what's different down. True authenticity is a rarity in our culture, with the transcendent message of the film and the innovative concept and animation. The way this film was done has never been done before. Ever. There is literally nothing like it. Focusing instead on making a masterpiece rather than making money, instead of being an half assed ad like Anomalisa. The Emoji restores my faith in film and in turn restores my faith in humanity. Definitely deserves it's own cinematic universe. 10 out of 10.",0
"When I first settled down to watch The Emoji Movie, I really didn't think I would enjoy it at all. I just watched it to have a few laughs, at the jokes, and maybe how bad it was; but it's actually pretty damn good.Gene is an emoji that makes more than one expression; a problem, considering he's supposed to be meh. After messing up and having the wrong face when he's scanned, Gene sets out on a mission to become a real emoji, and to only be meh.I personally think that this is a gem of a movie. Of course, it's much less for adults, and any one that's rather anti technology, but this has some serious life lessons in it:1) Friendship is important2) Don't bend to society's rules3) Being you is the best you you can beThere was nothing I really took from it, of course, as I knew these already, but considering this film is aimed at the technology age of children, this is an absolutely brilliant movie to take your kids to see. Maybe you won't enjoy it, but they definitely will, and it will teach them things along the way.Not as good as other movies, such as Inside Out, but this is a gem, and it really does have a lot to it, rather than being an annoying movie marketed on a trend.",1
This movie is an hour and a half long advertisement. There was no reason or idea behind this movie but rather they needed an excuse to just shamelessly plug things.,0
Before seeing this film I had had only 2 girlfriends but now that I can converse about the fine arts I have 28. 10/10 would recommend,1
"I saw this movie to see how bad it was and it was a terrible, terrible mistake. This movie is basically what would happen if you put Inside Out, Wreck it Ralph, crap, garbage, and an iPhone in a blender, then put it it in the oven, took out the result, nuke it, then put the ashes back in the oven, and the emoji movie comes out. Do not watch this movie! Ever!",0
Don't watch,0
"This movie was a mistake in all senses of the word. The animation was pretty good, I'll give it that, but the writing and quality control of the voice acting and screenplay was abysmal. The only benefit to this movie was the reaction of the internet.Sony Pictures Animation has fallen so, very, far.",0
Trash. That's what this movie is. Don't even bother watching. Save yourself.,0
"This movie is god awful, i don't understand why 6 people rated the movie 10/10 in a row in the 'user reviews', maybe these accounts were created to bump up the ratings of this awful movie, besides, what movie is entertaining with James Cordon in the cast?",0
"My kids are making me watch this deck on Netfrix as I type this. If the Lord is ready to receive me into His kingdom, I am definitely ready to go.",0
"emoji - ""meh""",1
"People, DO NOT listen to the people that gave this film 10/10. It might be obvious that those guys must be paid by Sony to rate this. So try managing your review setting so you can avoid them. But if you want to... YOU HAVE BEEN WARNED!!!",0
Regardless of low rating....it's a very good cartoon with an interesting story and satisfying conclusion,1
"The Emoji Movie is about the Meh emoji Gene, played by talented actor T.J. Miller. It has everything you'd want out of a movie, conflict, good characters, engaging story and a happy ending. Without spoiling this masterpiece I can tell you that Gene goes through an epic adventure where he grows as an Emoji. I don't have any kids because I hate them, but the kids in the theater seemed to enjoy themselves, even after I ""accidentally"" spilled my soda on them, hahaha. It is definitely worth a watch, if you ask me.-Ya boi Tony",1
THEY CANCELLED POPEYE FOR THIS?!?!?!?!,0
"Stereotypical, Confusing, and Just Plain Awful....",0
Bringin back 2010 in an absolute catastrophy of a movie,0
"There are only 5% of the reviews are positive. Do not believe them. There is a reason this movie sucks, I may not be explaining it right here but read the other reviews here!",0
"I got so bored while watching it that while it was still playing i made this IMDb account just to rate it 1 star. This movie is the reason why IMDb needs to add a 0 star rating.
There has been an experiment in which a person is shocked when he touches a button, says that he's never going to touch it, then he gets put in a room with the button and they get so bored that they touch the button multiple times just because they have nothing better to do.
Now, if they repeat this experiment but this time they replace the electric shock and the button with the Emoji Movie, it's going to bring in media attention and lawsuits because it's unethical to lock up a person in the same room as this horrendous movie.",0
"I've never seen such an unrelevant movie before. It's just so dumb and nonsensical, it is like a bad mix of the Lego movie and Pixels. Just do not watch it.",0
OK I went in expecting the absolute worst from this movie as I was purchasing my ticket however as I got sat down I began to reolise all my worries were for nothing I really liked the movie it kept me entertained I don't know what the hell most of America saw but I laughed out loud more than once and my fave emoji was the badass jailbreak I say take the family go by yourself just ignore the critics and see this movie,1
"The idea of this was great, but by making it the way they did, I will never look at an emoji the same way.In this film, we are treated as if we are brainless drones. Did the makers assume we would not notice that The Emoji Movie is one giant advertisement? Because that is all this movie is. Two tutorials on how to play games, and many demonstrations of how great phone's apps are. I wasted an hour and thirty-one minutes on my life watching this, when I would much rather have been sitting bored at home.The plot was messy and stupid, containing one pathetic joke after the next. The trailer was more entertaining. I will not be surprised if next year, a fidget spinner movie is released.This is also offensive to high-school aged students, as the beginning literally states that as a high-school student, Alex's entire life revolves around his phone. Another thing about that is that all they do 24/7 is text, and all they seem to use are emojis. Are the script-writers saying that all a high-school student does throughout the course of their day is press little icons on his phone to send to others?Why did people fight over creating this monstrosity? People in the year 3017 are going to look back on July 18, 2017 as the year humanity was at its lowest pitfall. Historians will marvel at how a movie that sucked so much managed to sell even one ticket after opening night.I want my life back.",0
Very good yes i like the part where he does the thing,1
Don't believe all the horrible reviews,1
